Rater,filename,Rating
1,AF1.jpg,2
2,AF1.jpg,3
3,AF1.jpg,2
4,AF1.jpg,1
5,AF1.jpg,3
6,AF1.jpg,2
7,AF1.jpg,2
8,AF1.jpg,3
9,AF1.jpg,3
10,AF1.jpg,3
11,AF1.jpg,3
12,AF1.jpg,2
13,AF1.jpg,3
14,AF1.jpg,3
15,AF1.jpg,2
16,AF1.jpg,1
17,AF1.jpg,3
18,AF1.jpg,3
19,AF1.jpg,2
20,AF1.jpg,3
21,AF1.jpg,2
22,AF1.jpg,3
23,AF1.jpg,2
24,AF1.jpg,1
25,AF1.jpg,3
26,AF1.jpg,2
27,AF1.jpg,3
28,AF1.jpg,2
29,AF1.jpg,2
30,AF1.jpg,1
31,AF1.jpg,3
32,AF1.jpg,1
33,AF1.jpg,3
34,AF1.jpg,2
35,AF1.jpg,2
36,AF1.jpg,2
37,AF1.jpg,3
38,AF1.jpg,3
39,AF1.jpg,3
40,AF1.jpg,3
41,AF1.jpg,2
42,AF1.jpg,2
43,AF1.jpg,2
44,AF1.jpg,2
45,AF1.jpg,2
46,AF1.jpg,3
47,AF1.jpg,3
48,AF1.jpg,2
49,AF1.jpg,2
50,AF1.jpg,1
51,AF1.jpg,2
52,AF1.jpg,3
53,AF1.jpg,3
54,AF1.jpg,3
55,AF1.jpg,3
56,AF1.jpg,2
57,AF1.jpg,2
58,AF1.jpg,2
59,AF1.jpg,1
60,AF1.jpg,3
1,AF2.jpg,4
2,AF2.jpg,3
3,AF2.jpg,4
4,AF2.jpg,3
5,AF2.jpg,4
6,AF2.jpg,3
7,AF2.jpg,4
8,AF2.jpg,4
9,AF2.jpg,3
10,AF2.jpg,4
11,AF2.jpg,3
12,AF2.jpg,4
13,AF2.jpg,4
14,AF2.jpg,4
15,AF2.jpg,3
16,AF2.jpg,4
17,AF2.jpg,5
18,AF2.jpg,4
19,AF2.jpg,4
20,AF2.jpg,4
21,AF2.jpg,4
22,AF2.jpg,4
23,AF2.jpg,4
24,AF2.jpg,5
25,AF2.jpg,5
26,AF2.jpg,4
27,AF2.jpg,4
28,AF2.jpg,4
29,AF2.jpg,3
30,AF2.jpg,4
31,AF2.jpg,4
32,AF2.jpg,3
33,AF2.jpg,5
34,AF2.jpg,5
35,AF2.jpg,5
36,AF2.jpg,5
37,AF2.jpg,3
38,AF2.jpg,4
39,AF2.jpg,3
40,AF2.jpg,5
41,AF2.jpg,5
42,AF2.jpg,4
43,AF2.jpg,3
44,AF2.jpg,5
45,AF2.jpg,4
46,AF2.jpg,4
47,AF2.jpg,4
48,AF2.jpg,3
49,AF2.jpg,4
50,AF2.jpg,4
51,AF2.jpg,3
52,AF2.jpg,4
53,AF2.jpg,4
54,AF2.jpg,4
55,AF2.jpg,4
56,AF2.jpg,5
57,AF2.jpg,4
58,AF2.jpg,4
59,AF2.jpg,3
60,AF2.jpg,4
1,AF3.jpg,5
2,AF3.jpg,3
3,AF3.jpg,5
4,AF3.jpg,2
5,AF3.jpg,3
6,AF3.jpg,3
7,AF3.jpg,3
8,AF3.jpg,3
9,AF3.jpg,3
10,AF3.jpg,3
11,AF3.jpg,2
12,AF3.jpg,3
13,AF3.jpg,4
14,AF3.jpg,3
15,AF3.jpg,3
16,AF3.jpg,1
17,AF3.jpg,4
18,AF3.jpg,4
19,AF3.jpg,4
20,AF3.jpg,4
21,AF3.jpg,2
22,AF3.jpg,3
23,AF3.jpg,3
24,AF3.jpg,3
25,AF3.jpg,5
26,AF3.jpg,3
27,AF3.jpg,4
28,AF3.jpg,3
29,AF3.jpg,3
30,AF3.jpg,2
31,AF3.jpg,3
32,AF3.jpg,4
33,AF3.jpg,3
34,AF3.jpg,3
35,AF3.jpg,3
36,AF3.jpg,2
37,AF3.jpg,3
38,AF3.jpg,3
39,AF3.jpg,4
40,AF3.jpg,4
41,AF3.jpg,4
42,AF3.jpg,4
43,AF3.jpg,5
44,AF3.jpg,3
45,AF3.jpg,3
46,AF3.jpg,3
47,AF3.jpg,2
48,AF3.jpg,2
49,AF3.jpg,3
50,AF3.jpg,5
51,AF3.jpg,3
52,AF3.jpg,3
53,AF3.jpg,3
54,AF3.jpg,3
55,AF3.jpg,3
56,AF3.jpg,4
57,AF3.jpg,2
58,AF3.jpg,3
59,AF3.jpg,2
60,AF3.jpg,3
1,AF4.jpg,3
2,AF4.jpg,3
3,AF4.jpg,3
4,AF4.jpg,1
5,AF4.jpg,3
6,AF4.jpg,3
7,AF4.jpg,3
8,AF4.jpg,3
9,AF4.jpg,2
10,AF4.jpg,3
11,AF4.jpg,3
12,AF4.jpg,2
13,AF4.jpg,3
14,AF4.jpg,2
15,AF4.jpg,2
16,AF4.jpg,3
17,AF4.jpg,3
18,AF4.jpg,3
19,AF4.jpg,3
20,AF4.jpg,3
21,AF4.jpg,2
22,AF4.jpg,3
23,AF4.jpg,2
24,AF4.jpg,3
25,AF4.jpg,3
26,AF4.jpg,3
27,AF4.jpg,3
28,AF4.jpg,2
29,AF4.jpg,2
30,AF4.jpg,2
31,AF4.jpg,3
32,AF4.jpg,3
33,AF4.jpg,3
34,AF4.jpg,1
35,AF4.jpg,3
36,AF4.jpg,3
37,AF4.jpg,3
38,AF4.jpg,3
39,AF4.jpg,3
40,AF4.jpg,3
41,AF4.jpg,3
42,AF4.jpg,2
43,AF4.jpg,3
44,AF4.jpg,4
45,AF4.jpg,3
46,AF4.jpg,3
47,AF4.jpg,3
48,AF4.jpg,1
49,AF4.jpg,3
50,AF4.jpg,2
51,AF4.jpg,2
52,AF4.jpg,3
53,AF4.jpg,3
54,AF4.jpg,3
55,AF4.jpg,3
56,AF4.jpg,3
57,AF4.jpg,2
58,AF4.jpg,2
59,AF4.jpg,3
60,AF4.jpg,3
1,AF5.jpg,1
2,AF5.jpg,3
3,AF5.jpg,1
4,AF5.jpg,1
5,AF5.jpg,2
6,AF5.jpg,2
7,AF5.jpg,3
8,AF5.jpg,3
9,AF5.jpg,2
10,AF5.jpg,2
11,AF5.jpg,3
12,AF5.jpg,2
13,AF5.jpg,3
14,AF5.jpg,2
15,AF5.jpg,2
16,AF5.jpg,1
17,AF5.jpg,2
18,AF5.jpg,2
19,AF5.jpg,2
20,AF5.jpg,3
21,AF5.jpg,2
22,AF5.jpg,3
23,AF5.jpg,1
24,AF5.jpg,2
25,AF5.jpg,3
26,AF5.jpg,2
27,AF5.jpg,3
28,AF5.jpg,2
29,AF5.jpg,1
30,AF5.jpg,2
31,AF5.jpg,2
32,AF5.jpg,1
33,AF5.jpg,2
34,AF5.jpg,1
35,AF5.jpg,1
36,AF5.jpg,1
37,AF5.jpg,3
38,AF5.jpg,2
39,AF5.jpg,2
40,AF5.jpg,2
41,AF5.jpg,3
42,AF5.jpg,1
43,AF5.jpg,3
44,AF5.jpg,3
45,AF5.jpg,2
46,AF5.jpg,3
47,AF5.jpg,2
48,AF5.jpg,1
49,AF5.jpg,1
50,AF5.jpg,1
51,AF5.jpg,2
52,AF5.jpg,2
53,AF5.jpg,3
54,AF5.jpg,2
55,AF5.jpg,1
56,AF5.jpg,2
57,AF5.jpg,1
58,AF5.jpg,2
59,AF5.jpg,2
60,AF5.jpg,3
1,AF6.jpg,1
2,AF6.jpg,2
3,AF6.jpg,1
4,AF6.jpg,1
5,AF6.jpg,1
6,AF6.jpg,1
7,AF6.jpg,3
8,AF6.jpg,2
9,AF6.jpg,1
10,AF6.jpg,3
11,AF6.jpg,1
12,AF6.jpg,1
13,AF6.jpg,3
14,AF6.jpg,2
15,AF6.jpg,1
16,AF6.jpg,1
17,AF6.jpg,2
18,AF6.jpg,1
19,AF6.jpg,2
20,AF6.jpg,2
21,AF6.jpg,2
22,AF6.jpg,2
23,AF6.jpg,1
24,AF6.jpg,1
25,AF6.jpg,1
26,AF6.jpg,1
27,AF6.jpg,2
28,AF6.jpg,2
29,AF6.jpg,1
30,AF6.jpg,1
31,AF6.jpg,2
32,AF6.jpg,1
33,AF6.jpg,2
34,AF6.jpg,2
35,AF6.jpg,1
36,AF6.jpg,1
37,AF6.jpg,2
38,AF6.jpg,2
39,AF6.jpg,2
40,AF6.jpg,2
41,AF6.jpg,2
42,AF6.jpg,1
43,AF6.jpg,1
44,AF6.jpg,1
45,AF6.jpg,2
46,AF6.jpg,2
47,AF6.jpg,2
48,AF6.jpg,1
49,AF6.jpg,1
50,AF6.jpg,1
51,AF6.jpg,1
52,AF6.jpg,2
53,AF6.jpg,3
54,AF6.jpg,2
55,AF6.jpg,3
56,AF6.jpg,1
57,AF6.jpg,1
58,AF6.jpg,1
59,AF6.jpg,1
60,AF6.jpg,2
1,AF7.jpg,2
2,AF7.jpg,3
3,AF7.jpg,3
4,AF7.jpg,1
5,AF7.jpg,2
6,AF7.jpg,2
7,AF7.jpg,3
8,AF7.jpg,3
9,AF7.jpg,3
10,AF7.jpg,3
11,AF7.jpg,3
12,AF7.jpg,3
13,AF7.jpg,3
14,AF7.jpg,3
15,AF7.jpg,2
16,AF7.jpg,2
17,AF7.jpg,1
18,AF7.jpg,3
19,AF7.jpg,2
20,AF7.jpg,3
21,AF7.jpg,2
22,AF7.jpg,2
23,AF7.jpg,3
24,AF7.jpg,2
25,AF7.jpg,3
26,AF7.jpg,3
27,AF7.jpg,3
28,AF7.jpg,3
29,AF7.jpg,3
30,AF7.jpg,2
31,AF7.jpg,3
32,AF7.jpg,2
33,AF7.jpg,3
34,AF7.jpg,3
35,AF7.jpg,2
36,AF7.jpg,2
37,AF7.jpg,3
38,AF7.jpg,3
39,AF7.jpg,3
40,AF7.jpg,3
41,AF7.jpg,3
42,AF7.jpg,2
43,AF7.jpg,3
44,AF7.jpg,3
45,AF7.jpg,2
46,AF7.jpg,3
47,AF7.jpg,2
48,AF7.jpg,2
49,AF7.jpg,3
50,AF7.jpg,2
51,AF7.jpg,2
52,AF7.jpg,3
53,AF7.jpg,3
54,AF7.jpg,2
55,AF7.jpg,3
56,AF7.jpg,3
57,AF7.jpg,2
58,AF7.jpg,2
59,AF7.jpg,3
60,AF7.jpg,3
1,AF8.jpg,3
2,AF8.jpg,3
3,AF8.jpg,3
4,AF8.jpg,2
5,AF8.jpg,3
6,AF8.jpg,2
7,AF8.jpg,3
8,AF8.jpg,3
9,AF8.jpg,3
10,AF8.jpg,3
11,AF8.jpg,3
12,AF8.jpg,2
13,AF8.jpg,3
14,AF8.jpg,3
15,AF8.jpg,2
16,AF8.jpg,2
17,AF8.jpg,3
18,AF8.jpg,3
19,AF8.jpg,3
20,AF8.jpg,3
21,AF8.jpg,3
22,AF8.jpg,3
23,AF8.jpg,3
24,AF8.jpg,3
25,AF8.jpg,3
26,AF8.jpg,3
27,AF8.jpg,3
28,AF8.jpg,2
29,AF8.jpg,3
30,AF8.jpg,2
31,AF8.jpg,3
32,AF8.jpg,3
33,AF8.jpg,3
34,AF8.jpg,1
35,AF8.jpg,2
36,AF8.jpg,2
37,AF8.jpg,3
38,AF8.jpg,3
39,AF8.jpg,3
40,AF8.jpg,3
41,AF8.jpg,3
42,AF8.jpg,3
43,AF8.jpg,3
44,AF8.jpg,3
45,AF8.jpg,2
46,AF8.jpg,3
47,AF8.jpg,3
48,AF8.jpg,1
49,AF8.jpg,3
50,AF8.jpg,3
51,AF8.jpg,2
52,AF8.jpg,3
53,AF8.jpg,3
54,AF8.jpg,3
55,AF8.jpg,3
56,AF8.jpg,3
57,AF8.jpg,3
58,AF8.jpg,3
59,AF8.jpg,3
60,AF8.jpg,3
1,AF9.jpg,1
2,AF9.jpg,3
3,AF9.jpg,2
4,AF9.jpg,2
5,AF9.jpg,2
6,AF9.jpg,2
7,AF9.jpg,3
8,AF9.jpg,3
9,AF9.jpg,1
10,AF9.jpg,3
11,AF9.jpg,3
12,AF9.jpg,2
13,AF9.jpg,3
14,AF9.jpg,3
15,AF9.jpg,2
16,AF9.jpg,1
17,AF9.jpg,2
18,AF9.jpg,2
19,AF9.jpg,2
20,AF9.jpg,3
21,AF9.jpg,2
22,AF9.jpg,2
23,AF9.jpg,2
24,AF9.jpg,1
25,AF9.jpg,3
26,AF9.jpg,3
27,AF9.jpg,3
28,AF9.jpg,2
29,AF9.jpg,2
30,AF9.jpg,2
31,AF9.jpg,3
32,AF9.jpg,2
33,AF9.jpg,2
34,AF9.jpg,1
35,AF9.jpg,1
36,AF9.jpg,1
37,AF9.jpg,3
38,AF9.jpg,2
39,AF9.jpg,2
40,AF9.jpg,2
41,AF9.jpg,3
42,AF9.jpg,1
43,AF9.jpg,3
