Rater,filename,Rating
1,AM1.jpg,4
2,AM1.jpg,4
3,AM1.jpg,5
4,AM1.jpg,3
5,AM1.jpg,4
6,AM1.jpg,4
7,AM1.jpg,4
8,AM1.jpg,4
9,AM1.jpg,3
10,AM1.jpg,4
11,AM1.jpg,4
12,AM1.jpg,4
13,AM1.jpg,4
14,AM1.jpg,4
15,AM1.jpg,3
16,AM1.jpg,4
17,AM1.jpg,5
18,AM1.jpg,5
19,AM1.jpg,3
20,AM1.jpg,5
21,AM1.jpg,4
22,AM1.jpg,4
23,AM1.jpg,4
24,AM1.jpg,4
25,AM1.jpg,5
26,AM1.jpg,4
27,AM1.jpg,5
28,AM1.jpg,3
29,AM1.jpg,5
30,AM1.jpg,3
31,AM1.jpg,4
32,AM1.jpg,3
33,AM1.jpg,2
34,AM1.jpg,4
35,AM1.jpg,4
36,AM1.jpg,5
37,AM1.jpg,4
38,AM1.jpg,4
39,AM1.jpg,3
40,AM1.jpg,4
41,AM1.jpg,4
42,AM1.jpg,3
43,AM1.jpg,4
44,AM1.jpg,5
45,AM1.jpg,4
46,AM1.jpg,4
47,AM1.jpg,4
48,AM1.jpg,4
49,AM1.jpg,4
50,AM1.jpg,5
51,AM1.jpg,3
52,AM1.jpg,4
53,AM1.jpg,5
54,AM1.jpg,3
55,AM1.jpg,3
56,AM1.jpg,4
57,AM1.jpg,4
58,AM1.jpg,4
59,AM1.jpg,3
60,AM1.jpg,5
1,AM10.jpg,1
2,AM10.jpg,1
3,AM10.jpg,1
4,AM10.jpg,1
5,AM10.jpg,1
6,AM10.jpg,1
7,AM10.jpg,2
8,AM10.jpg,1
9,AM10.jpg,1
10,AM10.jpg,2
11,AM10.jpg,1
12,AM10.jpg,1
13,AM10.jpg,2
14,AM10.jpg,2
15,AM10.jpg,1
16,AM10.jpg,1
17,AM10.jpg,2
18,AM10.jpg,1
19,AM10.jpg,1
20,AM10.jpg,1
21,AM10.jpg,1
22,AM10.jpg,1
23,AM10.jpg,1
24,AM10.jpg,1
25,AM10.jpg,1
26,AM10.jpg,1
27,AM10.jpg,3
28,AM10.jpg,1
29,AM10.jpg,1
30,AM10.jpg,1
31,AM10.jpg,1
32,AM10.jpg,1
33,AM10.jpg,1
34,AM10.jpg,1
35,AM10.jpg,1
36,AM10.jpg,1
37,AM10.jpg,1
38,AM10.jpg,1
39,AM10.jpg,1
40,AM10.jpg,1
41,AM10.jpg,1
42,AM10.jpg,1
43,AM10.jpg,1
44,AM10.jpg,1
45,AM10.jpg,1
46,AM10.jpg,1
47,AM10.jpg,2
48,AM10.jpg,1
49,AM10.jpg,1
50,AM10.jpg,1
51,AM10.jpg,1
52,AM10.jpg,2
53,AM10.jpg,2
54,AM10.jpg,1
55,AM10.jpg,1
56,AM10.jpg,1
57,AM10.jpg,1
58,AM10.jpg,1
59,AM10.jpg,1
60,AM10.jpg,1
1,AM100.jpg,1
2,AM100.jpg,3
3,AM100.jpg,1
4,AM100.jpg,1
5,AM100.jpg,2
6,AM100.jpg,2
7,AM100.jpg,3
8,AM100.jpg,3
9,AM100.jpg,2
10,AM100.jpg,2
11,AM100.jpg,3
12,AM100.jpg,1
13,AM100.jpg,3
14,AM100.jpg,2
15,AM100.jpg,2
16,AM100.jpg,1
17,AM100.jpg,3
18,AM100.jpg,2
19,AM100.jpg,2
20,AM100.jpg,2
21,AM100.jpg,3
22,AM100.jpg,3
23,AM100.jpg,2
24,AM100.jpg,1
25,AM100.jpg,3
26,AM100.jpg,3
27,AM100.jpg,2
28,AM100.jpg,2
29,AM100.jpg,2
30,AM100.jpg,1
31,AM100.jpg,2
32,AM100.jpg,1
33,AM100.jpg,2
34,AM100.jpg,1
35,AM100.jpg,1
36,AM100.jpg,2
37,AM100.jpg,3
38,AM100.jpg,3
39,AM100.jpg,2
40,AM100.jpg,3
41,AM100.jpg,2
42,AM100.jpg,2
43,AM100.jpg,3
44,AM100.jpg,2
45,AM100.jpg,2
46,AM100.jpg,2
47,AM100.jpg,2
48,AM100.jpg,2
49,AM100.jpg,1
50,AM100.jpg,2
51,AM100.jpg,2
52,AM100.jpg,3
53,AM100.jpg,3
54,AM100.jpg,2
55,AM100.jpg,2
56,AM100.jpg,1
57,AM100.jpg,1
58,AM100.jpg,1
59,AM100.jpg,1
60,AM100.jpg,2
1,AM1000.jpg,1
2,AM1000.jpg,3
3,AM1000.jpg,3
4,AM1000.jpg,2
5,AM1000.jpg,3
6,AM1000.jpg,3
7,AM1000.jpg,3
8,AM1000.jpg,3
9,AM1000.jpg,3
10,AM1000.jpg,2
11,AM1000.jpg,3
12,AM1000.jpg,2
13,AM1000.jpg,3
14,AM1000.jpg,3
15,AM1000.jpg,2
16,AM1000.jpg,3
17,AM1000.jpg,3
18,AM1000.jpg,3
19,AM1000.jpg,3
20,AM1000.jpg,3
21,AM1000.jpg,3
22,AM1000.jpg,3
23,AM1000.jpg,2
24,AM1000.jpg,3
25,AM1000.jpg,3
26,AM1000.jpg,3
27,AM1000.jpg,3
28,AM1000.jpg,3
29,AM1000.jpg,2
30,AM1000.jpg,2
31,AM1000.jpg,3
32,AM1000.jpg,1
33,AM1000.jpg,3
34,AM1000.jpg,3
35,AM1000.jpg,3
36,AM1000.jpg,2
37,AM1000.jpg,3
38,AM1000.jpg,3
39,AM1000.jpg,2
40,AM1000.jpg,3
41,AM1000.jpg,3
42,AM1000.jpg,2
43,AM1000.jpg,3
44,AM1000.jpg,3
45,AM1000.jpg,3
46,AM1000.jpg,3
47,AM1000.jpg,3
48,AM1000.jpg,4
49,AM1000.jpg,3
50,AM1000.jpg,3
51,AM1000.jpg,3
52,AM1000.jpg,3
53,AM1000.jpg,3
54,AM1000.jpg,3
55,AM1000.jpg,3
56,AM1000.jpg,3
57,AM1000.jpg,3
58,AM1000.jpg,2
59,AM1000.jpg,3
60,AM1000.jpg,3
1,AM1001.jpg,1
2,AM1001.jpg,3
3,AM1001.jpg,1
4,AM1001.jpg,1
5,AM1001.jpg,3
6,AM1001.jpg,1
7,AM1001.jpg,3
8,AM1001.jpg,3
9,AM1001.jpg,2
10,AM1001.jpg,2
11,AM1001.jpg,3
12,AM1001.jpg,2
13,AM1001.jpg,3
14,AM1001.jpg,2
15,AM1001.jpg,2
16,AM1001.jpg,2
17,AM1001.jpg,3
18,AM1001.jpg,3
19,AM1001.jpg,3
20,AM1001.jpg,3
21,AM1001.jpg,1
22,AM1001.jpg,2
23,AM1001.jpg,2
24,AM1001.jpg,2
25,AM1001.jpg,3
26,AM1001.jpg,3
27,AM1001.jpg,3
28,AM1001.jpg,3
29,AM1001.jpg,2
30,AM1001.jpg,2
31,AM1001.jpg,3
32,AM1001.jpg,1
33,AM1001.jpg,3
34,AM1001.jpg,2
35,AM1001.jpg,1
36,AM1001.jpg,2
37,AM1001.jpg,3
38,AM1001.jpg,3
39,AM1001.jpg,2
40,AM1001.jpg,2
41,AM1001.jpg,2
42,AM1001.jpg,2
43,AM1001.jpg,3
44,AM1001.jpg,3
45,AM1001.jpg,2
46,AM1001.jpg,3
47,AM1001.jpg,2
48,AM1001.jpg,1
49,AM1001.jpg,3
50,AM1001.jpg,2
51,AM1001.jpg,2
52,AM1001.jpg,3
53,AM1001.jpg,3
54,AM1001.jpg,2
55,AM1001.jpg,3
56,AM1001.jpg,3
57,AM1001.jpg,2
58,AM1001.jpg,2
59,AM1001.jpg,2
60,AM1001.jpg,2
1,AM1002.jpg,1
2,AM1002.jpg,3
3,AM1002.jpg,2
4,AM1002.jpg,1
5,AM1002.jpg,2
6,AM1002.jpg,2
7,AM1002.jpg,3
8,AM1002.jpg,2
9,AM1002.jpg,2
10,AM1002.jpg,2
11,AM1002.jpg,3
12,AM1002.jpg,1
13,AM1002.jpg,3
14,AM1002.jpg,2
15,AM1002.jpg,2
16,AM1002.jpg,1
17,AM1002.jpg,1
18,AM1002.jpg,2
19,AM1002.jpg,2
20,AM1002.jpg,2
21,AM1002.jpg,2
22,AM1002.jpg,2
23,AM1002.jpg,1
24,AM1002.jpg,2
25,AM1002.jpg,3
26,AM1002.jpg,2
27,AM1002.jpg,3
28,AM1002.jpg,2
29,AM1002.jpg,2
30,AM1002.jpg,1
31,AM1002.jpg,3
32,AM1002.jpg,1
33,AM1002.jpg,2
34,AM1002.jpg,1
35,AM1002.jpg,1
36,AM1002.jpg,1
37,AM1002.jpg,3
38,AM1002.jpg,2
39,AM1002.jpg,2
40,AM1002.jpg,2
41,AM1002.jpg,3
42,AM1002.jpg,2
43,AM1002.jpg,2
44,AM1002.jpg,2
45,AM1002.jpg,1
46,AM1002.jpg,2
47,AM1002.jpg,2
48,AM1002.jpg,1
49,AM1002.jpg,2
50,AM1002.jpg,2
51,AM1002.jpg,2
52,AM1002.jpg,3
53,AM1002.jpg,3
54,AM1002.jpg,2
55,AM1002.jpg,1
56,AM1002.jpg,2
57,AM1002.jpg,2
58,AM1002.jpg,1
59,AM1002.jpg,1
60,AM1002.jpg,2
1,AM1003.jpg,1
2,AM1003.jpg,3
3,AM1003.jpg,3
4,AM1003.jpg,1
5,AM1003.jpg,2
6,AM1003.jpg,3
7,AM1003.jpg,3
8,AM1003.jpg,3
9,AM1003.jpg,3
10,AM1003.jpg,2
11,AM1003.jpg,3
12,AM1003.jpg,2
13,AM1003.jpg,3
14,AM1003.jpg,3
15,AM1003.jpg,2
16,AM1003.jpg,1
17,AM1003.jpg,3
18,AM1003.jpg,2
19,AM1003.jpg,2
20,AM1003.jpg,3
21,AM1003.jpg,2
22,AM1003.jpg,2
23,AM1003.jpg,2
24,AM1003.jpg,2
25,AM1003.jpg,3
26,AM1003.jpg,3
27,AM1003.jpg,3
28,AM1003.jpg,2
29,AM1003.jpg,2
30,AM1003.jpg,1
31,AM1003.jpg,3
32,AM1003.jpg,1
33,AM1003.jpg,3
34,AM1003.jpg,1
35,AM1003.jpg,3
36,AM1003.jpg,2
37,AM1003.jpg,3
38,AM1003.jpg,3
39,AM1003.jpg,3
40,AM1003.jpg,2
41,AM1003.jpg,3
42,AM1003.jpg,2
43,AM1003.jpg,3
44,AM1003.jpg,3
45,AM1003.jpg,3
46,AM1003.jpg,3
47,AM1003.jpg,3
48,AM1003.jpg,2
49,AM1003.jpg,3
50,AM1003.jpg,3
51,AM1003.jpg,2
52,AM1003.jpg,3
53,AM1003.jpg,2
54,AM1003.jpg,3
55,AM1003.jpg,2
56,AM1003.jpg,2
57,AM1003.jpg,3
58,AM1003.jpg,3
59,AM1003.jpg,3
60,AM1003.jpg,3
1,AM1004.jpg,1
2,AM1004.jpg,3
3,AM1004.jpg,2
4,AM1004.jpg,1
5,AM1004.jpg,2
6,AM1004.jpg,2
7,AM1004.jpg,3
8,AM1004.jpg,3
9,AM1004.jpg,3
10,AM1004.jpg,2
11,AM1004.jpg,3
12,AM1004.jpg,2
13,AM1004.jpg,3
14,AM1004.jpg,2
15,AM1004.jpg,2
16,AM1004.jpg,2
17,AM1004.jpg,3
18,AM1004.jpg,3
19,AM1004.jpg,2
20,AM1004.jpg,3
21,AM1004.jpg,2
22,AM1004.jpg,3
23,AM1004.jpg,3
24,AM1004.jpg,3
25,AM1004.jpg,2
26,AM1004.jpg,3
27,AM1004.jpg,3
28,AM1004.jpg,2
29,AM1004.jpg,2
30,AM1004.jpg,2
31,AM1004.jpg,3
32,AM1004.jpg,1
33,AM1004.jpg,3
34,AM1004.jpg,1
35,AM1004.jpg,1
36,AM1004.jpg,2
37,AM1004.jpg,3
38,AM1004.jpg,3
39,AM1004.jpg,2
40,AM1004.jpg,3
41,AM1004.jpg,3
42,AM1004.jpg,2
43,AM1004.jpg,3
44,AM1004.jpg,2
45,AM1004.jpg,2
46,AM1004.jpg,2
47,AM1004.jpg,2
48,AM1004.jpg,1
49,AM1004.jpg,3
50,AM1004.jpg,1
51,AM1004.jpg,2
52,AM1004.jpg,3
53,AM1004.jpg,3
54,AM1004.jpg,2
55,AM1004.jpg,2
56,AM1004.jpg,3
57,AM1004.jpg,2
58,AM1004.jpg,2
59,AM1004.jpg,2
60,AM1004.jpg,2
1,AM1005.jpg,1
2,AM1005.jpg,3
