filename,labels,"face height
face width","jaw width
faced width","chin-to-mouth
jawline width","cheekbone width
faced width",group,mean,std,Image
AF1.jpg,4,1.1986016659398022,0.7948935185793587,0.31745390926163597,0.9218141486869713,female,2.3333333333333335,0.6806444271116835,
AF10.jpg,5,1.199907909948998,0.772698037246227,0.31984224907772835,0.9318099297070191,female,3.433333333333333,0.5928004971139372,
AF100.jpg,4,1.1567340942016162,0.7994667932282264,0.2985128691800767,0.9188090201322907,female,2.9,0.4395683553021656,
AF1000.jpg,6,1.2194552306932662,0.7695391391008177,0.32701427982169956,0.9287413488055716,female,3.966666666666667,0.7122812876724767,
AF1001.jpg,1,1.225270761961212,0.7945212331900487,0.3085970276830069,0.9285190922380371,female,3.7333333333333334,0.8410378307593313,
AF1002.jpg,3,1.173662676560329,0.7495614411445222,0.2890439169446531,0.9357812331605848,female,2.6166666666666667,0.6131791749276647,
AF1003.jpg,1,1.1947410107635457,0.7729498491468054,0.3061291476052145,0.9204927112565239,female,2.8666666666666667,0.5030977485864633,
AF1004.jpg,6,1.2755051439579048,0.7844847141210743,0.33073738612583203,0.9302434153143044,female,3.3,0.6962368581968814,
AF1005.jpg,2,1.1802319752703059,0.8052433808872895,0.3033770864140584,0.9063345242203957,female,2.216666666666667,0.6911465950282972,
AF1006.jpg,5,1.1920005490776664,0.778881472274949,0.30260805676038816,0.9225745392205044,female,3.45,0.6489887831680653,
AF1007.jpg,4,1.1701694448910631,0.7977711522013066,0.302855761164658,0.9155200616367604,female,2.7,0.5614750549117347,
AF1008.jpg,3,1.245177484012594,0.7480067991279402,0.32118367758931626,0.9426600872628954,female,2.783333333333333,0.6131791749276647,
AF1009.jpg,1,1.2154066081752601,0.7604694404538648,0.32084574718080705,0.9326084290924371,female,3.8666666666666667,0.8123342942715871,
AF101.jpg,2,1.2353921077759091,0.7997381394180137,0.33402395720099304,0.9054406688057467,female,2.35,0.5771055773925835,
AF1010.jpg,4,1.1856550139016864,0.791645227941695,0.311428330505479,0.9209391386817224,female,2.5833333333333335,0.590652229740289,
