filename,labels,"face height
face width","jaw width
faced width","chin-to-mouth
jawline width","cheekbone width
faced width",group,mean,std
AM1.jpg,6,1.204850599659473,0.7785477201652026,0.3144927864374086,0.9242726188836108,male,3.95,0.699273230466788
AM10.jpg,3,1.137237605283441,0.8258451303935641,0.2936332753478346,0.8997860895192267,male,1.1666666666666667,0.41849879681768876
AM100.jpg,4,1.2274598393993508,0.7930981083018206,0.3119313567858667,0.9086349087758268,male,2.0166666666666666,0.7246662976417856
AM1000.jpg,3,1.2131885818799006,0.8093407942168741,0.3252796551889102,0.9096510701181241,male,2.7666666666666666,0.5325559305923083
AM1001.jpg,5,1.196312949283238,0.805667399276875,0.3172581717724183,0.9168382239521063,male,2.3,0.6962368581968815
AM1002.jpg,2,1.2494401392987418,0.7622965255672984,0.3300679698080621,0.9252170343039119,male,1.9166666666666667,0.6712413662397546
AM1003.jpg,3,1.1782686021404694,0.787344505534511,0.31679030428294647,0.9043866648283166,male,2.466666666666667,0.6756457467795106
AM1004.jpg,3,1.1683560754151936,0.818427448163884,0.3191898219071175,0.8999372708291665,male,2.3,0.6714517537598057
AM1005.jpg,3,1.2230934318362359,0.8103358081083455,0.32708503039826897,0.914199376516192,male,2.45,0.6489887831680652
AM1006.jpg,4,1.235841374799024,0.813974942347105,0.3194611291820453,0.8986979653030307,male,2.2333333333333334,0.7448504949901058
AM1007.jpg,3,1.184324401047377,0.822691934692328,0.31334541216496997,0.8981046108145284,male,2.316666666666667,0.7008872504569528
AM1008.jpg,4,1.2375371396944157,0.8050877148707564,0.3440859529202545,0.9133421474305337,male,2.4833333333333334,0.6762726024084975
AM1009.jpg,4,1.2368808961388162,0.8030780934645043,0.34078088955343844,0.8999806115762615,male,2.716666666666667,0.5848849420870964
AM101.jpg,5,1.1934609141401873,0.8057094760693451,0.3251560311352907,0.9161746203680126,male,3.4833333333333334,0.7246662976417856
AM1010.jpg,5,1.1927224475763796,0.7945065420266336,0.31297996061381983,0.9177906198772326,male,2.25,0.7277781371744776
AM1011.jpg,3,1.2163848489519558,0.8074429866551229,0.330634974453794,0.897639800638856,male,2.75,0.5712015287450464
AM1012.jpg,5,1.1898961286336311,0.8031643027685327,0.3052828712380161,0.9208487672373187,male,2.066666666666667,0.7098977407062844
AM1013.jpg,6,1.194468067222916,0.7870234914525317,0.32266875891045643,0.9071167735176429,male,2.7666666666666666,0.5928004971139371
AM1014.jpg,5,1.1892854369592816,0.8414180438997965,0.3176751799471163,0.9050443712093128,male,1.8666666666666667,0.6756457467795108
AM1015.jpg,4,1.2048772184641237,0.8105134912081152,0.3349593617601069,0.9122435859612152,male,2.3333333333333335,0.7516460280028288
